,title,text,date,language,country,source,keyword
311,Cancer Doctors Cite Risks of Drinking Alcohol,"“The more you drink, the higher the risk,” said Dr. Clifford A. Hudis, the chief executive of ASCO. “It’s a pretty linear dose-response.”
Even those who drink moderately, defined by the Centers for Disease Control as one daily drink for women and two for men, face nearly a doubling of the risk for mouth and throat cancer and more than double the risk of squamous cell carcinoma of the esophagus, compared to nondrinkers. Moderate drinkers also face elevated risks for cancers of the voice box, female breast cancer and colorectal cancers.
The risk for heavy drinkers — defined as eight or more drinks a week for women and 15 or more a week for men, including binge drinkers — are multiples higher. Heavy drinkers face roughly five times the risk of mouth and throat cancers and squamous cell esophageal cancers than nondrinkers, nearly three times the risk of cancers of the voice box or larynx, double the risk of liver cancer, as well as increased risks for female breast cancer and colorectal cancer.
“If you look at these figures, you see alcohol is a contributing factor; certainly it has a causal role,” Dr. Hudis said.
The International Agency for Research on Cancer, which is part of the World Health Organization, first classified the consumption of alcoholic beverages as carcinogenic to humans in 1987, tying consumption to cancers of the mouth, throat, voice box, esophagus and liver, said Susan Gapstur, vice president for epidemiology at the American Cancer Society.
Since then, she said, more and more evidence has accumulated tying alcohol to a broader group of cancers, including colorectal cancer and, in women, breast cancer. A more recent I.A.R.C. report concluded that alcohol “is a cause of cancers of the oral cavity, pharynx, larynx, esophagus, colorectum, liver and female breast.” (The esophageal cancer is largely specific to squamous cell carcinoma.)
“The story of alcohol has been quite consistent and has been peeled away like an onion over time, and we’re continuing to learn more about the mechanisms involved,” Dr. Gapstur said. “We don’t have randomized trials, but sometimes when you start looking at the coherence of all the evidence, including the observational epidemiology, the lab studies, the mechanistic studies, you begin to see a picture and get more clarity.”",2017-11-07 21:36:51,en,usa,https://www.nytimes.com/,colorectal carcinoma
312,Should You Get Screened for Skin Cancer?,"Every summer as Americans slather on sun lotion, they are reminded of the dangers of skin cancer.
This year alone, more than 76,000 people in the United States will develop melanoma, the deadliest form of the disease, and about 10,000 will die from it.
The U.S. Preventive Services Task Force said on Tuesday, however, that there still isn’t enough evidence to recommend total-body screenings and declined to take a position on the practice.
In short, the 17-member independent panel said that it could not determine — after reviewing thousands of research papers and studies from around the world — whether the benefits of screening outweighed the potential for harm if unnecessary or excessive procedures were performed.
One particular study that the task force relied upon concluded that full-body screenings only reduced deaths from melanoma by one death per 100,000 people screened.",2016-07-26 19:33:21,en,usa,https://www.nytimes.com/,colorectal carcinoma
313,"Before Cancer Strikes, and After","To the Editor:
Re ''Cancer 'Prevention' Is Big Seller, but Medical Experts Are Divided'' (front page, Jan. 11):
Only prospective, randomized studies, comparing screened and unscreened populations, can prove that screening saves lives. The ability of screening for prostatic carcinoma by determining levels of prostate-specific antigen or for lung cancer by spiral computer-automated tomography to save lives has not, in fact, been proved.
Such studies have, however, long been completed on mammography for breast cancer and colonoscopy for colorectal cancer.
They provide unequivocal evidence that screening for these tumors does indeed save lives.
ALBERT S. BRAVERMAN, M.D.
Brooklyn, Jan. 11, 2004
The writer is a professor of medicine, Downstate Medical College, SUNY.",2004-01-18 05:00:00,en,usa,https://www.nytimes.com/,colorectal carcinoma
314,Trying to Estimate Cancer Rates in Ancient Times,"When they excavated a Scythian burial mound in the Russian region of Tuva about 10 years ago, archaeologists literally struck gold. Crouched on the floor of a dark inner chamber were two skeletons, a man and a woman, surrounded by royal garb from 27 centuries ago: headdresses and capes adorned with gold horses, panthers and other sacred beasts.
But for paleopathologists  scholars of ancient disease  the richest treasure was the abundance of tumors that had riddled almost every bone of the man’s body. The diagnosis: the oldest known case of metastasizing prostate cancer.
The prostate itself had disintegrated long ago. But malignant cells from the gland had migrated according to a familiar pattern and left identifiable scars. Proteins extracted from the bone tested positive for PSA, prostate specific antigen.
Often thought of as a modern disease, cancer has always been with us. Where scientists disagree is on how much it has been amplified by the sweet and bitter fruits of civilization. Over the decades archaeologists have made about 200 possible cancer sightings dating to prehistoric times. But considering the difficulties of extracting statistics from old bones, is that a little or a lot?",2010-12-27 21:11:14,en,usa,https://www.nytimes.com/,colorectal carcinoma
315,Genentech Drug Shows Effect on a 2nd Cancer,"Genentech Inc.'s cancer drug Avastin prolonged the lives of patients with advanced lung cancer in a clinical trial, a result that sent the company's shares soaring and could pave the way for wider use of what is widely considered the company's most promising product.
In the trial, sponsored by the National Cancer Institute, patients who received Avastin along with standard chemotherapy drugs had a median survival of 12.5 months, compared with 10.2 months for those receiving only the chemotherapy.
Genentech's shares soared $10.92, or 25 percent, to close at $55. The company, which is based in South San Francisco, said it hoped to gain an additional approval for Avastin as a treatment for lung cancer. The drug was approved last February for colorectal cancer and had sales of $555 million in 2004.
Dr. Alan B. Sandler, the lead investigator of the trial and an associate professor at Vanderbilt University Medical Center, said it was the first big trial he was aware of in which survival for patients in the advanced stage of nonsmall cell lung cancer -- the most common type -- exceeded one year.",2005-03-15 05:00:00,en,usa,https://www.nytimes.com/,colorectal carcinoma
316,Psoriasis Tied to Increased Cancer Risk,"Havin g psoriasis is associated wit h an increased risk of cancer, a new review of studies concludes.
Researchers, writing in JAMA Dermatology, combined data from 58 studies and found that, over all, compared with people without the condition, psoriasis of any degree of severity was associated with an 18 percent increased risk for cancer, and severe psoriasis with a 22 percent increase. Cancer mortality was elevated in all cases of severe psoriasis.
For some specific types of cancer, the risk was even higher. For example, they found that severe psoriasis was associated with more than 11 times the risk for squamous cell carcinoma (a skin cancer), about double the risk for esophageal and liver cancer, and a 45 percent increased risk for pancreatic cancer.
Any degree of psoriasis, severe or not, was significantly associated with colorectal cancer, non-Hodgkin’s lymphoma, and cancers of the kidney and pancreas, among others.
The reason for the connection is unclear, but there is a known link between chronic inflammation and cancer, and this may help explain the association.",2019-10-16 14:00:05,en,usa,https://www.nytimes.com/,colorectal carcinoma
317,"Cancers Can Vanish Without Treatment, but How?","Call it the arrow of cancer. Like the arrow of time, it was supposed to point in one direction. Cancers grew and worsened.
But as a paper in The Journal of the American Medical Association noted last week, data from more than two decades of screening for breast and prostate cancer call that view into question. Besides finding tumors that would be lethal if left untreated, screening appears to be finding many small tumors that would not be a problem if they were left alone, undiscovered by screening. They were destined to stop growing on their own or shrink, or even, at least in the case of some breast cancers, disappear.
“The old view is that cancer is a linear process,” said Dr. Barnett Kramer, associate director for disease prevention at the National Institutes of Health. “A cell acquired a mutation, and little by little it acquired more and more mutations. Mutations are not supposed to revert spontaneously.”
So, Dr. Kramer said, the image was “an arrow that moved in one direction.” But now, he added, it is becoming increasingly clear that cancers require more than mutations to progress. They need the cooperation of surrounding cells and even, he said, “the whole organism, the person,” whose immune system or hormone levels, for example, can squelch or fuel a tumor.",2009-10-26 19:51:57,en,usa,https://www.nytimes.com/,colorectal carcinoma
318,"Cilia, an Antenna and Motor on Cells","At first they cannot see at night. Then daytime vision fails, and by age 5 or 10, these children are blind. Some become extremely obese and develop diabetes and kidney disease.
The crushing condition is known as Bardet-Biedl syndrome, and it is caused by inherited defects in the child’s primary cilia  solitary slivers that poke out of almost every cell in the body. These are not the wisps that wave Rockette-like in our airways. They are stiff, tiny, nearly transparent structures, sometimes as little as one-thousandth the size of the cell. Only one sticks out of each cell, and it acts as both an antenna and a machine to process signals essential for development and survival.
Largely ignored for a century as vestigial, primary cilia are now emerging as pivotal players in the subtle shifts of signaling that shape the fetus and assure normal adult cell growth. Powerful genetic and imaging tools have opened a window into these machines, fueling a flurry of research intended to clarify their role in health and disease.
“Primary cilia are turning out to be a kind of signaling machine that no one had appreciated,” said Matthew Scott, a geneticist at Stanford Medical School. “It’s as if there was a shed out back with all sorts of weird machinery, and hardly anyone had ever looked in. But the farm can’t work without it.”",2009-05-18 21:39:32,en,usa,https://www.nytimes.com/,colorectal carcinoma
319,Patient Voices: Crohn's Disease,"Norm Calfin, a videographer, found out in college that he had Crohn’s disease. Soon after his diagnosis, he had five feet of his intestine removed.
For the next 35 years, Mr. Calfin subsisted mainly on applesauce, Jell-o and mashed potatoes to help him manage his symptoms.
In 2006, Mr. Calfin had a second surgery to relieve subsequent narrowing in his intestine. After that, Mr. Calfin was able to eat solid food for the first time in more than three decades. “I remember when I had my first pizza slice,” he said. “It was the best feeling in the world.”
More recently, Mr. Calfin’s adrenal gland stopped functioning, and many of his symptoms have returned. He now relies on steroids to manage his Crohn’s symptoms and expects he will need to take them for the rest of his life.",2017-05-09 00:00:00,en,usa,https://www.nytimes.com/,crohn disease
320,He Had Recurring Pain for Nearly a Decade,"It was his usual practice, when possible, to extend his evaluation beyond the colon into the last section of the ileum, the tail end of the small intestine. Most gastroenterologists limit their screening examinations of healthy, asymptomatic patients to the colon. The ileum is not scoped during a routine screening because doing so takes more time and because the chance of finding something significant is small. But Chan had been trained by a doctor who specialized in inflammatory bowel diseases like Crohn’s disease and ulcerative colitis. A simple colonoscopy will reveal ulcerative colitis, when present. But only half of those with Crohn’s disease will have evidence of it in their colons. The chance of making that diagnosis goes up markedly when the terminal ileum is included.
As Chan advanced his scope, he could see that the valve was distorted by scar tissue — so much so that the connection was too narrow for his instrument to enter. Bringing his scope as close to the opening as he could, he saw that the tissue on the other side was an angry red and dotted with ulcers. They would have to wait for the biopsies to come back, but Chan suspected Crohn’s disease. That’s impossible, the man responded. He had no G.I. symptoms at all. No pain, no diarrhea, no blood in his stools. How could he possibly have Crohn’s?
A Hidden Underlying Disease
Crohn’s disease is an autoimmune disorder in which antibodies, the body’s chief defense against infection, mistakenly attack the digestive tract as if it were a foreign invader. Although it can affect the G.I. tract anywhere, it is most frequently found in the terminal ileum. Most patients with Crohn’s will have pain and diarrhea — but not all. In studies of patients with known Crohn’s disease, one in six will have no symptoms at all.
The biopsy results came back consistent with Crohn’s. So did blood tests designed to help diagnose inflammatory bowel disease. But it wasn’t the diseased bowel that was giving the man the pain in his buttocks. It was an associated disorder, a type of arthritis known as sacroiliitis — an inflammation of the joint between the pelvic girdle and the sacrum, the triangular bone that forms the connection between the hips. Although the reason this happens is not well understood, it appears that some of the immune cells misdirected to attack the gut can also attack the joints. Up to 39 percent of patients with an inflammatory bowel disease develop arthritis in some form. And up to 20 percent will develop the arthritis before getting the bowel disease. In this patient’s case, it’s hard to know which came first, because the bowel disease was discovered almost by accident.
To Treat or Not to Treat
Because Crohn’s is usually painful and is associated with complications including bowel perforation, anemia and malnutrition, patients are usually treated with medications to calm down the immune system and reduce the inflammation. These are powerful drugs that suppress the immune system. They are very effective at controlling the pain and destruction but can leave a patient open to infection. Because of that, it’s less clear how to treat patients with asymptomatic disease. For those with no pain and no signs of inflammation, watchful waiting is a common strategy.
The same type of medications are used to treat the arthritis associated with inflammatory bowel disease. The physician wasn’t sure if it made sense for him to use an immune-suppressing medicine while seeing sick patients. His rheumatologist, seeing him put the pad on his seat before gently lowering himself onto the chair, was much less uncertain. She had put many people on these medications, she told him — some of them doctors. Most did fine. He agreed to start taking it. The effect was immediate and amazing. His pain — a regular visitor for nearly a decade — is gone. Even at the end of the day, his walk to and from his car is painless. He still uses the pad at times; those bones are still a little tender. But the rest of him feels great.",2020-09-15 09:00:09,en,usa,https://www.nytimes.com/,crohn disease
321,Inflammatory Bowel Disease Tied to Increased Dementia Risk,"People with inflammatory bowel disease — either Crohn’s disease or ulcerative colitis — may be at increased risk for dementia, a new study has found.
Researchers matched 1,742 Taiwanese patients who were older than 45 and had inflammatory bowel disease, or I.B.D., with 17,420 controls free of the disease, following them for up to 16 years. The study is online in the journal Gut.
Over all, 5.5 percent of people with I.B.D. developed dementia, compared with 1.4 percent of controls. After adjusting for cerebrovascular disease, hypertension, traumatic brain injury, diabetes, smoking and other risk factors for dementia, they found that people with I.B.D. were almost three times as likely as the controls to develop vascular or other types of dementia, and more than six times as likely to develop Alzheimer’s disease.
Patients with I.B.D. developed dementia at an average age about seven years younger than that of the controls, and the longer they had I.B.D., the more likely they were to become demented.",2020-07-02 15:45:32,en,usa,https://www.nytimes.com/,crohn disease
322,"Stephen Crohn, Who Furthered AIDS Study, Dies at 66","His boyfriend was dying of a disease without a name.
Beginning in 1978, Stephen Crohn cared for Jerry Green, a handsome gymnast, as he lost 30 pounds, went blind and was ravaged by the kinds of infections that rarely harmed otherwise healthy people.
Mr. Green was one of the first people to die of the disease that became known as AIDS. In the ensuing years, scores of Mr. Crohn’s friends died of it. He had taken no special precautions, and he had been as sexually active as his friends.
But he never got sick.
Mr. Crohn’s resistance helped lead to a deeper understanding of H.I.V., the virus that causes AIDS, simply by staying alive and working with doctors to help figure out why he was.
“What he contributed to medical knowledge is really quite extraordinary,” said Dr. Bruce D. Walker, the director of the Ragon Institute of Massachusetts General Hospital, M.I.T. and Harvard.",2013-09-15 01:34:46,en,usa,https://www.nytimes.com/,crohn disease
323,First Drug Approved for Crohn's Disease,"THE Food and Drug Administration yesterday approved the first drug specifically for Crohn's disease, an often debilitating bowel ailment that afflicts about 500,000 Americans.
The drug, infliximab, was approved for patients with moderate to severe forms of the disease who are not helped by current treatments like steroids and antibiotics. It will be marketed under the brand name Remicade by its maker, Centocor Inc. of Malverne, Pa.
Remicade is a monoclonal antibody, a genetically engineered copy of an immune system protein made using mouse and human cells. The drug works by neutralizing a naturally occurring compound called tumor necrosis factor, which promotes inflammation in Crohn's patients.
Centocor said it would ship Remicade to distributors nationwide in late September or early October. The company is also testing Remicade for the treatment of rheumatoid arthritis, which affects far more people than Crohn's disease.",1998-08-25 05:00:00,en,usa,https://www.nytimes.com/,crohn disease
324,Five Things I Wish I’d Known Before My Chronic Illness,"Your relationships change
It’s hard to be a good employee when you need extended time off. It’s hard to be a good friend when you cancel plans last minute. It’s hard to be a good partner or parent when you barely have the energy to get out of bed. No matter how much you try to explain, people expect you to get better already — and when you don’t, they resent you, consciously or not. Some relationships end entirely, casualties of an unfair and misunderstood illness, while others get stronger as you find your true support system.
But most of all, your relationship with yourself changes. You grieve a version of yourself that doesn’t exist anymore, and a future version that looks different than you’d planned.
You might have to give up career goals, hobbies and family plans, learning a “new normal” in their place. “In trauma therapy we call this ‘integration,’ the task of integrating a new reality into one’s life and worldview,” Mr. Lundquist said. “This emotional work can look a lot like grief therapy for a passing loved one.” Try to be patient as you get to know the new version of yourself.
“Having a chronic illness is a series of continuous ups and downs where some things that work for a while won’t and so on,” said Alicia Aiello, president of Girls With Guts, an organization that empowers women with IBD and ostomies. “Be open to this change.”
Everyone offers you advice
People are compelled to offer advice about chronically ill bodies because they’re convinced a fix must exist. Here are a few of the things I’ve been told, unsolicited, to try over the years: yoga, meditation, essential oils, acupuncture, CBD oil, vaping, prayer, bone broth and [fill in the blank with the latest fad] diet. Some of these are great in conjunction with medical treatment — my doctor recommends meditation for stress relief, for example — but the advice is offered as a cure or a better alternative to whatever I’m already doing. And let’s face it, no amount of broth is going to turn off my spazzy immune system.
Chronically ill people research their diseases ad nauseam. They try more treatments than they can count. In many cases, great scientific minds can’t crack a cause or cure. So unless someone asks for your advice, don’t offer it. If you’re on the receiving end of misguided advice, say something like, “I appreciate that you’re trying to help, but my doctors and I think this treatment is best right now” or “There’s no known cure for my disease, but I’d love if you donated toward the research to find one!” You can also educate them by saying, “Thank you, but that wouldn’t help. Here’s how my disease works, and here’s the kind of treatment that’s required.”
You have to educate yourself — and everyone else
Maybe it’s because I’m a journalist, but when I was diagnosed, I dove into research. Learning as much as I could helped me feel a sense of control, so I bought every available IBD book and spent hours reading studies and forums online. I made lists of questions for my doctors and insisted they give me their personal phone numbers. I expected my friends and family to be as gung-ho as I was, but turns out, most of them never even Googled my disease. It was up to me to learn and teach — friends, family, bosses, partners — through conversations, books with passages marked, emails highlighting new research, and social media posts.",2019-02-18 22:30:01,en,usa,https://www.nytimes.com/,crohn disease
325,Swimmer Kathleen Baker Overcomes Crohn’s Disease to Become an Olympian,"OMAHA — Kathleen Baker stared at the seemingly simple question on the form distributed to members of the United States Olympic swim team. What challenges did she have to overcome on her way to qualifying for the Rio de Janeiro Games?
For Baker, one of about 700,000 Americans who have Crohn’s disease, the answer could fill a 70-page spiral notebook, and it is not as easy as WebMD. How does one begin to explain the physical and psychosocial challenges of living with a disease — a chronic, recalcitrant gastrointestinal inflammation — that can be embarrassing to talk about? How could she describe the medications that can lose their efficacy over time, or a fatigue so fathomless it can sap your will?
Baker, 19, has fought to prevent her health challenges from defining her. Talking for the first time about her condition, she said: “I found doctors who weren’t going to be just like, ‘You’re Kathleen with Crohn’s disease.’ I need to be Kathleen the swimmer with Crohn’s disease.”
Baker, who qualified for the Olympics in the backstroke — and perhaps a relay — seven years after receiving the life-altering diagnosis, will not be the first American Olympian with Crohn’s. The kayaker Carrie Johnson, now retired, made the first of three Olympic teams in 2004, a year after she was found to have the disease. Other prominent athletes who have the condition include the N.F.L. quarterback David Garrard, who had a foot of his intestines removed, and the former N.H.L. player Kevin Dineen, who played 16 seasons after learning he had Crohn’s.",2016-07-14 09:00:26,en,usa,https://www.nytimes.com/,crohn disease
326,Growth Hormone Is Found to Aid Crohn's Patients,"Human growth hormone combined with a high-protein diet significantly eased the symptoms of Crohn's disease in three-quarters of patients with moderate to severe cases, a study has found.
Crohn's affects the digestive tract, causing persistent diarrhea, abdominal pain, bleeding and a breakdown of the intestinal wall. About half of Crohn's patients require surgery to remove intestinal obstructions or repair holes in the bowel. No cure is known, though drugs can ease symptoms.
The study in Thursday's issue of The New England Journal of Medicine found that 11 of 19 adults treated with growth hormone while on a high-protein diet went into remission. Three others improved significantly. Eighteen patients taking a dummy drug while on a high-protein diet saw no significant improvement.
The study was supported by grants from Eli Lilly & Company and the Genentech Foundation for Growth and Development, a nonprofit organization that receives financing from Genentech Inc. Both pharmaceutical companies make growth hormone.",2000-06-01 05:00:00,en,usa,https://www.nytimes.com/,crohn disease
327,The Worm Turns,"In the early 1990s, Joel Weinstock, a gastroenterologist, encountered a puzzle. The prevalence of inflammatory bowel disease (I.B.D.) across North America increased markedly during the 20th century. Many thought that “bad” genes would eventually explain the spike, but Weinstock didn’t buy it. In areas where fewer than two generations ago the I.B.D. incidence might have been as low as 1 in 10,000, it was now 1 in 250. A defective gene couldn’t spread that quickly, he reasoned. It had to be something in the environment. But what? Stumped, Weinstock tried turning the question around. Instead of asking what triggered I.B.D., he asked what, before the 20th century, protected against it?
At the time, Weinstock, then at the University of Iowa, was editing a book on parasitic worms. These worms, or helminths, have a paradoxical effect on the host. Rather than induce inflammation, which is the body’s typical response to invasion, the intruders calm the host immune system. They force a peace, scientists think, to avoid eviction and keep the host  their home and food source  as healthy as possible. As Weinstock considered the I.B.D. puzzle, he wondered if immune manipulation by worms could incidentally protect against other diseases.
Comparison of the prevalence of I.B.D. and surveys of worm-infestation rates revealed a telling pattern. About 10 years after improved hygiene and deworming efforts reduced worms in a given population, I.B.D. rates jumped. Weinstock had his hypothesis: after a long coevolution, the human immune system came to depend on the worms for proper functioning. When cleaner conditions and new medicines evicted the worms from our bodies, the immune system went out of kilter. “Hygiene has made our lives better,” says Weinstock, now at Tufts University. “But in the process of eliminating exposure to the 10 or 20 things that can make us sick, we’re also eliminating exposure to things that make us well.”",2008-06-29 04:00:00,en,usa,https://www.nytimes.com/,crohn disease
328,Researchers Detect Variations in DNA That Underlie Seven Common Diseases,"The approach is known as whole genome association, and studies on Type 2 diabetes, heart disease and breast cancer have been reported within the last few weeks. Those and the new study, which was financed by the Wellcome Trust of London, demonstrate the power and reliability of the whole genome association method, which stands in contrast to the many uncorroborated claims of disease genes made previously.
“It’s now absolutely clear that this is a new dawn in the genetics of common human diseases,” said Peter Donnelly, a statistical geneticist at Oxford University who was chairman of the consortium of 50 institutions involved in the Wellcome Trust study.
The consortium compared 2,000 patients with each disease from across Britain with 3,000 healthy individuals as controls, half of whom were born in a single week in 1958. The consortium’s findings are published in today’s Nature, along with reports from two groups that largely confirm the consortium’s genomic hits in independent patient groups suffering from Crohn’s disease and Type 1 diabetes.
The consortium discovered some 24 variants strongly linked to disease, about half of which have been found already by other groups and half of which are new.
Among its most interesting findings is that genetic variants close to a gene known as PTPN2 are associated with both Crohn’s disease and Type 1 diabetes. The link may be that both are autoimmune diseases and that the gene helps regulate the immune system. Researchers hope that analysis of the gene’s operations may produce a treatment for the two diseases.",2007-06-07 04:00:00,en,usa,https://www.nytimes.com/,crohn disease
329,"What Is Ulcerative Colitis, the Ailment Afflicting Shinzo Abe of Japan?","Ulcerative colitis, the gastrointestinal affliction that has debilitated Prime Minister Shinzo Abe of Japan so badly that he is resigning, is a chronic inflammatory bowel disease, which is suffered by millions and can flare up unpredictably.
It irritates and inflames the innermost lining of the large intestine and rectum, causing ulcers or sores. Symptoms can include uncontrolled diarrhea, rectal bleeding, weight loss, diminished appetite, abdominal pain and frequent need to use the bathroom.
The disease can strike at a young age and worsen over time, as appeared to happen to Mr. Abe, 65. Doctors say they have also seen it develop in people in their 50s and older who had not suffered symptoms at a young age.
Inflammatory bowel disease also includes Crohn’s disease, which can disrupt the entire gastrointestinal tract.",2020-08-28 18:44:21,en,usa,https://www.nytimes.com/,colitis
330,COLITIS RISK SEEN FOR EX-SMOKERS,"Although the benefits of giving up smoking are well known, doctors believe they have found the first apparent hazard of kicking the habit, an increased risk of a rare but serious intestinal disease called ulcerative colitis.
Dr. Edward J. Boyko, a researcher at the University of Colorado Health Sciences Center in Denver who directed the study, reported the findings in Thursday's issue of The New England Journal of Medicine.
The study found that people who gave up smoking were twice as likely as those who never smoked to get ulcerative colitis. For those who continue, the risk is 40 percent lower than that faced by people who never smoked.
The cause of ulcerative colitis, a chronic inflammation of the lining of the large intestine, is not known. The disease usually strikes people from 20 to 40 years old, causing diarrhea, cramps and bloody stools.",1987-03-19 05:00:00,en,usa,https://www.nytimes.com/,colitis
331,Finding Cure for Colitis,"To the Editor:
In a review of Jill Sklar's book on Crohn's disease and ulcerative colitis (''Ailments Twist and Turn From Day 1 to Year's End,'' July 2), the writer notes that ''no cures have been found.''
I beg to differ. My severe case of ulcerative colitis was diagnosed five years ago.
Medications failed to control the disease, and some even threatened the health of my liver and kidneys. I eventually decided to have my colon surgically removed and replaced with an internal J-pouch created from part of my small intestine.
I no longer have severe abdominal pain. I am cured.
MELISSA R. MICHELSON
Woodside, Calif.",2002-07-09 05:00:00,en,usa,https://www.nytimes.com/,colitis
332,When the Body Decides to Stop Following the Rules,"Every day over breakfast, I fill three pillboxes. Fifteen pills in the morning, 3 at lunch and 8 before bed, for a total of 26. To my surprise, I find pleasure in the sorting, as it is one of the few moments when I can pretend I have some control over the bizarre war raging in my colon.
When I learned 11 months ago at age 29 that I had a chronic illness, I understood that my life was going to change. I knew I would stop eating certain foods, limit stress and think more strategically about when to have children. What I didn’t anticipate was the loss of control over my life that I thought I had, until the gastroenterologist uttered the words “ulcerative colitis.”
He explained that for reasons unknown, my immune system was ravaging the walls of my large intestine, mistakenly trying to fight off a nonexistent foreign invader. Short of removing the colon, he said, there was no cure  leaving me to contend with unpredictable bouts of abdominal pain, bloody diarrhea, fatigue, weight loss, dehydration and night sweats. Forever.
Before my illness, I didn’t realize I had been operating on the assumption that there was an equation to explain how things played out. It was almost like physics. If I followed certain rules, I would get the desired outcomes. I wanted to lose 10 pounds. So I quit eating after 8 p.m. and watched my waist shrink.",2008-02-26 05:00:00,en,usa,https://www.nytimes.com/,colitis
333,"VITAL SIGNS: SIDE EFFECTS; With Colitis Surgery, a Fertility Factor","A major operation that is often performed on women with severe inflammation of the colon appears to reduce their fertility, researchers report this month in the journal Gastroenterology.
The condition, ulcerative colitis, can usually be treated with drugs, the researchers said, but as many as 40 percent of the patients need the operation, a colectomy, in which the colon is removed. After the operation, women had significantly lower fertility rates and used in vitro fertilization more often, the study found.
The study found that women with colitis who did not have the surgery had about the same fertility rates as women without the disease. The lead author of the study, Dr. Kasper Olsen of Aarhus University Hospital in Denmark, said the findings would help female patients who wanted to have children to make better decisions about treatments.",2002-01-01 05:00:00,en,usa,https://www.nytimes.com/,colitis
334,Fighting Colitis in the Computer Age,"""Anyone can develop it, but adults between the ages of 20 and 40 are most susceptible,"" said Mr. Gangi, who is 32 and developed the first signs of the disease when he was 24. ""Ten percent of the sufferers are kids under 18, and for them it can mean their growth is delayed and they develop other serious problems.
""In my case it came out of the blue, because I have always been very athletic -- I played football in high school and college -- and healthy. I found it very hard to understand what was happening, and I began to search for information at libraries and through computer networks. But I was not able to find much out there. I started to feel very isolated and alone.""
The low point came, he said, when he was on a business trip. ""I was suddenly seized with unbearable pain that later was diagnosed as being caused by an internal abscess brought on by the disease,"" he said. ""My weight had dropped from 160 to 120 pounds. One of the symptoms of the disease is that you can't retain nutrients or calories. Food goes right through you.
""I was put in the hospital, and just at that time my wife was four months pregnant with our twins. I'd say I felt the future looked very bleak. But thankfully I was treated successfully with massive doses of antibiotics and medications, and my condition stabilized. I'm feeling pretty good now. I'm on an immune-suppressant medication, which follows one school of thought that Crohn's is linked to an overactive immune system. But I have to go for a white blood cell count every week so that my immune system isn't too suppressed."" Combining Forces
Mr. Gangi said he found it very difficult to cope with the disease alone until a friend put him in touch with a chapter of the Crohn's and Colitis Foundation of America, a nonprofit research-oriented volunteer health organization with 70 chapters nationwide. ""They had the educational and supportive services that helped me, and I was so grateful for them that I began to think of ways that we could share the information with other sufferers.""",1994-05-29 05:00:00,en,usa,https://www.nytimes.com/,colitis
335,Inflammatory Bowel Disease Tied to Increased Dementia Risk,"People with inflammatory bowel disease — either Crohn’s disease or ulcerative colitis — may be at increased risk for dementia, a new study has found.
Researchers matched 1,742 Taiwanese patients who were older than 45 and had inflammatory bowel disease, or I.B.D., with 17,420 controls free of the disease, following them for up to 16 years. The study is online in the journal Gut.
Over all, 5.5 percent of people with I.B.D. developed dementia, compared with 1.4 percent of controls. After adjusting for cerebrovascular disease, hypertension, traumatic brain injury, diabetes, smoking and other risk factors for dementia, they found that people with I.B.D. were almost three times as likely as the controls to develop vascular or other types of dementia, and more than six times as likely to develop Alzheimer’s disease.
Patients with I.B.D. developed dementia at an average age about seven years younger than that of the controls, and the longer they had I.B.D., the more likely they were to become demented.",2020-07-02 15:45:32,en,usa,https://www.nytimes.com/,colitis
336,Crohn’s Disease and Colitis Are Linked to Mutant Gene,"There are treatments for Crohn’s, but no cure. Anti-inflammatory drugs, immune system suppressants, antibiotics and surgery are all used, with varying degrees of success. Most treatments have side effects that can range from trivial to debilitating.
Various causes for Crohn’s have been proposed, including diet, infections with specific bacteria, possible environmental factors and immune system disorders. But most scientists believe that an immune response to normally beneficial intestinal bacteria in genetically susceptible people is the cause. Understanding this susceptibility may allow the development of treatments that will specifically target the key immune response pathways.
In this study, researchers compared the genomes of Crohn’s patients of European descent, both Jewish and non-Jewish, to those of healthy controls of the same ancestries. More than 1,900 subjects were involved in the analysis. The report appears online in the Oct. 26 issue of Science Express.
The researchers examined more than 300,000 single nucleotide polymorphisms, or SNPs (pronounced “snips”), the variations that occur when a nucleotide, a molecular subunit of DNA, is altered. They found that the frequency of variations in the gene for a receptor of a protein called interleukin-23, or IL-23, was significantly different in people with Crohn’s disease compared with healthy people. After finding the difference in Crohn’s patients, they found it in ulcerative colitis sufferers as well. This genetic variation leads to a susceptibility to the inflammation that characterizes I.B.D.
The IL-23 receptor gene is not the only one thought to be associated with I.B.D., but it seems an especially good candidate. “The IL-23 immune pathway was already implicated in I.B.D., psoriasis, rheumatoid arthritis and multiple sclerosis,” said Dr. Richard H. Duerr, the study’s lead author and an associate professor of medicine at the University of Pittsburgh.",2006-11-07 05:00:00,en,usa,https://www.nytimes.com/,colitis
